filename,alpha_median,rho_median,tree_scale_median,alpha_std,rho_std,tree_scale_std
10076_NT_AL_AA.fasta.zip,1.1173090140024822,0.91502978404363,True,0,0,0
10079_NT_AL_AA.fasta.zip,0.3372224072615306,0.9261335333188375,False,0,0,0
1007_NT_AL_AA.fasta.zip,0.558495968580246,0.6084284335374832,True,0,0,0
10081_NT_AL_AA.fasta.zip,1.3707649111747742,0.949809730052948,False,0,0,0
10082_NT_AL_AA.fasta.zip,0.3106681853532791,0.9774875044822693,False,0,0,0
10083_NT_AL_AA.fasta.zip,0.8980599641799927,0.9546464085578918,False,0,0,0
10086_NT_AL_AA.fasta.zip,1.3669849634170532,0.9347447752952576,False,0,0,0
10087_NT_AL_AA.fasta.zip,0.36894266307353973,0.9225967526435852,False,0,0,0
1008_NT_AL_AA.fasta.zip,0.4020318388938904,0.8939134478569031,False,0,0,0
1009_NT_AL_AA.fasta.zip,0.599371999502182,0.9549594521522522,False,0,0,0
1010_NT_AL_AA.fasta.zip,1.1240220367908478,0.8376994132995605,True,0,0,0
10111_NT_AL_AA.fasta.zip,1.1694708267847698,0.8284273743629456,True,0,0,0
10112_NT_AL_AA.fasta.zip,1.5740457773208618,0.9082365930080414,True,0,0,0
10114_NT_AL_AA.fasta.zip,0.9015446404616038,0.9682238698005676,True,0,0,0
10116_NT_AL_AA.fasta.zip,0.22617179155349731,0.9656535089015961,False,0,0,0
10117_NT_AL_AA.fasta.zip,3.8680586020151773,0.32938801497220993,True,0,0,0
10125_NT_AL_AA.fasta.zip,0.7272834181785583,0.9664471447467804,False,0,0,0
10127_NT_AL_AA.fasta.zip,1.2260368764400482,0.9793417453765869,True,0,0,0
10128_NT_AL_AA.fasta.zip,0.8652600646018982,0.6426322261492411,False,0,0,0
10129_NT_AL_AA.fasta.zip,0.4673703398023333,0.938248234135764,False,0,0,0
1012_NT_AL_AA.fasta.zip,0.7992959022521973,0.9013038575649261,False,0,0,0
10131_NT_AL_AA.fasta.zip,0.639234721660614,0.5397039577364922,True,0,0,0
10133_NT_AL_AA.fasta.zip,0.7941112816333771,0.8665331602096558,False,0,0,0
10137_NT_AL_AA.fasta.zip,0.3345265785853068,0.4534296045700709,True,0,0,0
1013_NT_AL_AA.fasta.zip,0.7169679701328278,0.24712366610765457,False,0,0,0
10142_NT_AL_AA.fasta.zip,2.547845482826233,0.9230976899464926,True,0,0,0
10144_NT_AL_AA.fasta.zip,1.5480933785438538,0.8975881636142731,True,0,0,0
10147_NT_AL_AA.fasta.zip,1.4339208801587422,0.9716973702112833,True,0,0,0
10149_NT_AL_AA.fasta.zip,1.4413237770398457,0.8737213412920634,True,0,0,0
1014_NT_AL_AA.fasta.zip,1.5311897993087769,0.253713920712471,False,0,0,0
10152_NT_AL_AA.fasta.zip,0.2874595820903778,0.9618929624557495,False,0,0,0
10153_NT_AL_AA.fasta.zip,0.8276997605959574,0.8631384968757629,False,0,0,0
10154_NT_AL_AA.fasta.zip,0.5968097224831581,0.7275526151061058,True,0,0,0
10155_NT_AL_AA.fasta.zip,0.6464538872241974,0.9611217677593231,False,0,0,0
10157_NT_AL_AA.fasta.zip,0.5318647623062134,0.6248563826084137,True,0,0,0
1015_NT_AL_AA.fasta.zip,0.8302716612815857,0.03803052753210068,False,0,0,0
10160_NT_AL_AA.fasta.zip,0.4750876228014628,0.9154305855433146,False,0,0,0
10163_NT_AL_AA.fasta.zip,0.5669484436511993,0.9368942081928253,False,0,0,0
10165_NT_AL_AA.fasta.zip,0.800559937953949,0.9504863917827606,True,0,0,0
1016_NT_AL_AA.fasta.zip,0.7253496199846268,0.8549255132675171,True,0,0,0
10174_NT_AL_AA.fasta.zip,1.072330504655838,0.9630718529224396,False,0,0,0
10178_NT_AL_AA.fasta.zip,0.6149800171454748,0.8903851906458536,False,0,0,0
10180_NT_AL_AA.fasta.zip,1.133038838704427,0.8573193748792013,True,0,0,0
10181_NT_AL_AA.fasta.zip,0.30243779718875885,0.9649163782596588,False,0,0,0
10188_NT_AL_AA.fasta.zip,0.5084902346134186,0.9415582617123922,True,0,0,0
101928601_NT_AL_AA.fasta.zip,1.565385639667511,0.5607437342405319,False,0,0,0
10194_NT_AL_AA.fasta.zip,0.5475150545438131,0.9468922217686971,False,0,0,0
10196_NT_AL_AA.fasta.zip,0.8125266134738922,0.7829923629760742,False,0,0,0
10198_NT_AL_AA.fasta.zip,2.0654943784077964,0.9434722463289896,True,0,0,0
10199_NT_AL_AA.fasta.zip,0.9172898828983307,0.9398356974124908,False,0,0,0
101_NT_AL_AA.fasta.zip,0.8577610552310944,0.126349575817585,False,0,0,0
10207_NT_AL_AA.fasta.zip,0.9040687680244446,0.9455131739377975,True,0,0,0
10208_NT_AL_AA.fasta.zip,1.991894245147705,0.8889845212300619,True,0,0,0
10210_NT_AL_AA.fasta.zip,1.305303951104482,0.9471900264422098,True,0,0,0
10216_NT_AL_AA.fasta.zip,3.0979102509362355,0.9029213956424168,True,0,0,0
10225_NT_AL_AA.fasta.zip,3.3769619464874268,0.7454394698143005,True,0,0,0
10226_NT_AL_AA.fasta.zip,1.461661696434021,0.1949937418103218,False,0,0,0
10235_NT_AL_AA.fasta.zip,0.4624035507440567,0.5291933417320251,False,0,0,0
10236_NT_AL_AA.fasta.zip,0.07246559113264084,0.9739168584346771,False,0,0,0
10241_NT_AL_AA.fasta.zip,2.1514551639556885,0.610495001077652,False,0,0,0
10243_NT_AL_AA.fasta.zip,0.0785169992595911,0.971932590007782,False,0,0,0
10250_NT_AL_AA.fasta.zip,0.46464379131793976,0.9529615342617035,False,0,0,0
10254_NT_AL_AA.fasta.zip,1.2006760835647583,0.9773383140563965,False,0,0,0
10256_NT_AL_AA.fasta.zip,1.3748334646224976,0.9020759165287018,False,0,0,0
10257_NT_AL_AA.fasta.zip,0.5290552079677582,0.6063186923662821,False,0,0,0
10260_NT_AL_AA.fasta.zip,0.8481928780674934,0.931562751531601,True,0,0,0
10265_NT_AL_AA.fasta.zip,0.7884226739406586,0.9773414134979248,False,0,0,0
10270_NT_AL_AA.fasta.zip,1.4272744357585907,0.8930416703224182,True,0,0,0
10274_NT_AL_AA.fasta.zip,0.08129384865363438,0.9694597919782003,False,0,0,0
10276_NT_AL_AA.fasta.zip,0.5851906985044479,0.9485157430171967,False,0,0,0
10277_NT_AL_AA.fasta.zip,0.49212294816970825,0.9624420007069906,True,0,0,0
10278_NT_AL_AA.fasta.zip,0.8370607793331146,0.8858937323093414,False,0,0,0
10279_NT_AL_AA.fasta.zip,0.8629793226718903,0.3054289072751999,False,0,0,0
10290_NT_AL_AA.fasta.zip,0.7877355473382133,0.8046750852039882,True,0,0,0
10291_NT_AL_AA.fasta.zip,0.1425279825925827,0.9655868709087372,False,0,0,0
10297_NT_AL_AA.fasta.zip,1.2234684109687806,0.8975948691368103,True,0,0,0
10298_NT_AL_AA.fasta.zip,0.500242754817009,0.9748138785362244,False,0,0,0
10299_NT_AL_AA.fasta.zip,0.20555731654167175,0.9676571488380432,False,0,0,0
102_NT_AL_AA.fasta.zip,0.26827218383550644,0.8866191208362579,False,0,0,0
10300_NT_AL_AA.fasta.zip,0.5145213901996613,0.9767962992191315,False,0,0,0
10307_NT_AL_AA.fasta.zip,0.7782294452190399,0.9132514894008636,False,0,0,0
10312_NT_AL_AA.fasta.zip,0.6021227985620499,0.681472897529602,False,0,0,0
10313_NT_AL_AA.fasta.zip,1.825627585252126,0.9479701717694601,True,0,0,0
10318_NT_AL_AA.fasta.zip,0.8787649273872375,0.968637228012085,False,0,0,0
10319_NT_AL_AA.fasta.zip,1.2032689303159714,0.20157180353999138,True,0,0,0
10320_NT_AL_AA.fasta.zip,0.610460489988327,0.7132648527622223,False,0,0,0
10324_NT_AL_AA.fasta.zip,0.38788503408432007,0.6481707692146301,False,0,0,0
10335_NT_AL_AA.fasta.zip,1.4377350211143494,0.9204548001289368,True,0,0,0
10343_NT_AL_AA.fasta.zip,1.439037036895752,0.2689542308449745,True,0,0,0
10347_NT_AL_AA.fasta.zip,1.2673582077026366,0.6998363018035889,False,0,0,0
10350_NT_AL_AA.fasta.zip,1.0844062745571137,0.69070985019207,True,0,0,0
10371_NT_AL_AA.fasta.zip,0.577195018529892,0.95573690533638,False,0,0,0
10388_NT_AL_AA.fasta.zip,3.610016644001007,0.7179565504193306,True,0,0,0
10389_NT_AL_AA.fasta.zip,1.1951017379760742,0.6927965879440308,True,0,0,0
10392_NT_AL_AA.fasta.zip,0.8126861453056335,0.38039663434028625,False,0,0,0
10395_NT_AL_AA.fasta.zip,1.104179248213768,0.8995293229818344,True,0,0,0
10396_NT_AL_AA.fasta.zip,0.41298722227414447,0.9574518998463949,False,0,0,0
103_NT_AL_AA.fasta.zip,1.2134847442309062,0.799347976843516,True,0,0,0
10401_NT_AL_AA.fasta.zip,0.8178110718727112,0.9673586785793304,False,0,0,0
10403_NT_AL_AA.fasta.zip,2.143656551837921,0.7081882059574127,True,0,0,0
10411_NT_AL_AA.fasta.zip,0.9282288253307343,0.8711796700954437,False,0,0,0
10418_NT_AL_AA.fasta.zip,0.35894422978162766,0.955592542886734,False,0,0,0
10419_NT_AL_AA.fasta.zip,0.2687130570411682,0.9648654460906982,False,0,0,0
1041_NT_AL_AA.fasta.zip,2.3721623023351035,0.8548717498779297,True,0,0,0
10420_NT_AL_AA.fasta.zip,0.738542765378952,0.954251766204834,False,0,0,0
10426_NT_AL_AA.fasta.zip,0.35948188602924347,0.6397286951541901,False,0,0,0
10427_NT_AL_AA.fasta.zip,1.5873337388038635,0.8643340468406677,True,0,0,0
10443_NT_AL_AA.fasta.zip,2.9123371839523315,0.9491054018338522,True,0,0,0
10444_NT_AL_AA.fasta.zip,0.36565960943698883,0.9157349467277527,False,0,0,0
10446_NT_AL_AA.fasta.zip,0.6814741492271423,0.803517609834671,False,0,0,0
10451_NT_AL_AA.fasta.zip,0.39632226526737213,0.8396830260753632,False,0,0,0
10454_NT_AL_AA.fasta.zip,0.6481229960918427,0.7501689791679382,False,0,0,0
10457_NT_AL_AA.fasta.zip,1.2885416746139526,0.5690100491046906,False,0,0,0
10458_NT_AL_AA.fasta.zip,0.3419628143310547,0.5716012120246887,False,0,0,0
10460_NT_AL_AA.fasta.zip,2.4750407536824546,0.4547714591026306,True,0,0,0
10461_NT_AL_AA.fasta.zip,0.9646998643875122,0.8196457028388977,True,0,0,0
10463_NT_AL_AA.fasta.zip,0.6071598827838898,0.9124708473682404,False,0,0,0
10464_NT_AL_AA.fasta.zip,0.964449405670166,0.5826796591281891,True,0,0,0
10466_NT_AL_AA.fasta.zip,0.7682088911533356,0.8869398236274719,False,0,0,0
10472_NT_AL_AA.fasta.zip,0.3254491090774536,0.9658840298652649,False,0,0,0
10479_NT_AL_AA.fasta.zip,0.21910225600004196,0.9718090295791626,False,0,0,0
1047_NT_AL_AA.fasta.zip,0.922108918428421,0.6658933460712433,False,0,0,0
10482_NT_AL_AA.fasta.zip,0.869223564863205,0.2803602069616318,False,0,0,0
10483_NT_AL_AA.fasta.zip,0.5371787995100021,0.8868925273418427,False,0,0,0
10484_NT_AL_AA.fasta.zip,0.21959733963012695,0.9777540266513824,False,0,0,0
10489_NT_AL_AA.fasta.zip,0.5083475410938263,0.9788261651992798,False,0,0,0
10492_NT_AL_AA.fasta.zip,0.11427024751901627,0.9762056767940521,False,0,0,0
10495_NT_AL_AA.fasta.zip,0.9720895886421204,0.9847890138626099,False,0,0,0
10497_NT_AL_AA.fasta.zip,2.5930452048778534,0.7310935258865356,True,0,0,0
10498_NT_AL_AA.fasta.zip,0.16533124446868896,0.970070093870163,False,0,0,0
10499_NT_AL_AA.fasta.zip,0.7901579737663269,0.8400487701098124,True,0,0,0
104_NT_AL_AA.fasta.zip,0.4810453802347183,0.6795556843280792,False,0,0,0
10500_NT_AL_AA.fasta.zip,1.123088498910268,0.8527889053026835,True,0,0,0
10501_NT_AL_AA.fasta.zip,0.8843263685703278,0.8875938951969147,False,0,0,0
10505_NT_AL_AA.fasta.zip,1.6930840015411377,0.8444535136222839,False,0,0,0
10507_NT_AL_AA.fasta.zip,0.8015778064727783,0.7012282311916351,True,0,0,0
10509_NT_AL_AA.fasta.zip,0.7779661417007446,0.5618000626564026,False,0,0,0
10512_NT_AL_AA.fasta.zip,0.5232582986354828,0.8105838894844055,False,0,0,0
10513_NT_AL_AA.fasta.zip,0.12975868210196495,0.9694153964519501,False,0,0,0
10514_NT_AL_AA.fasta.zip,1.4353410303592682,0.45732784271240234,True,0,0,0
10521_NT_AL_AA.fasta.zip,0.09821686707437038,0.9660017788410187,False,0,0,0
10522_NT_AL_AA.fasta.zip,0.8389499485492706,0.8432062566280365,False,0,0,0
10523_NT_AL_AA.fasta.zip,0.3614711860815684,0.9504404664039612,False,0,0,0
10524_NT_AL_AA.fasta.zip,0.1222802884876728,0.9761033654212952,False,0,0,0
10525_NT_AL_AA.fasta.zip,0.8462506930033366,0.8905017971992493,True,0,0,0
10526_NT_AL_AA.fasta.zip,1.0028275946776073,0.778156558672587,True,0,0,0
10527_NT_AL_AA.fasta.zip,0.11741221944491069,0.9743523796399435,False,0,0,0
10528_NT_AL_AA.fasta.zip,0.6163928210735321,0.9749289453029633,False,0,0,0
10529_NT_AL_AA.fasta.zip,1.0832198858261108,0.42322922746340436,True,0,0,0
10531_NT_AL_AA.fasta.zip,0.7144391338030497,0.45674746731917065,True,0,0,0
10533_NT_AL_AA.fasta.zip,0.36719948053359985,0.6174362599849701,True,0,0,0
10536_NT_AL_AA.fasta.zip,0.9437284767627716,0.5837655067443848,False,0,0,0
105378220_NT_AL_AA.fasta.zip,4.451811075210571,0.7918570339679718,True,0,0,0
10548_NT_AL_AA.fasta.zip,0.3377672880887985,0.9677842557430267,False,0,0,0
10560_NT_AL_AA.fasta.zip,0.6138482391834259,0.8616237342357635,False,0,0,0
10562_NT_AL_AA.fasta.zip,0.9637157022953033,0.30359838902950287,False,0,0,0
10564_NT_AL_AA.fasta.zip,0.2483898140490055,0.9481523334980011,False,0,0,0
10565_NT_AL_AA.fasta.zip,0.1875182930380106,0.9714560359716415,False,0,0,0
10566_NT_AL_AA.fasta.zip,1.1416813731193542,0.8985735774040222,False,0,0,0
10568_NT_AL_AA.fasta.zip,0.5685511529445648,0.487448513507843,False,0,0,0
10569_NT_AL_AA.fasta.zip,0.36387409269809723,0.9733901023864746,False,0,0,0
1056_NT_AL_AA.fasta.zip,0.633714109659195,0.1732538565993309,False,0,0,0
10570_NT_AL_AA.fasta.zip,0.4811059534549713,0.20178204774856567,False,0,0,0
10574_NT_AL_AA.fasta.zip,0.1586611121892929,0.5910353660583496,False,0,0,0
10575_NT_AL_AA.fasta.zip,0.31595736742019653,0.9648692309856415,False,0,0,0
10576_NT_AL_AA.fasta.zip,0.19073577970266342,0.849107414484024,False,0,0,0
10579_NT_AL_AA.fasta.zip,2.579117250442505,0.8098940849304199,True,0,0,0
10580_NT_AL_AA.fasta.zip,0.761832982301712,0.9285929501056671,True,0,0,0
10585_NT_AL_AA.fasta.zip,0.484569251537323,0.19698873534798622,False,0,0,0
10592_NT_AL_AA.fasta.zip,1.0169779658317566,0.7737877368927002,True,0,0,0
10594_NT_AL_AA.fasta.zip,0.024094101786613465,0.9602282047271729,False,0,0,0
10595_NT_AL_AA.fasta.zip,0.9850026965141296,0.8110690712928772,True,0,0,0
1059_NT_AL_AA.fasta.zip,1.27806556224823,0.9706205725669861,True,0,0,0
105_NT_AL_AA.fasta.zip,0.6712601780891418,0.544790655374527,False,0,0,0
10600_NT_AL_AA.fasta.zip,0.922495424747467,0.9256055653095245,False,0,0,0
10603_NT_AL_AA.fasta.zip,1.3870074152946472,0.9779759347438812,False,0,0,0
10605_NT_AL_AA.fasta.zip,1.4174668192863464,0.9554499089717865,False,0,0,0
10607_NT_AL_AA.fasta.zip,0.8696362674236298,0.62459397315979,False,0,0,0
1060_NT_AL_AA.fasta.zip,3.84078041712443,0.6742726961771647,True,0,0,0
10611_NT_AL_AA.fasta.zip,0.8570545315742493,0.9693631231784821,True,0,0,0
10612_NT_AL_AA.fasta.zip,0.4360829293727875,0.9718117415904999,False,0,0,0
10615_NT_AL_AA.fasta.zip,2.954387992620468,0.6626768857240677,True,0,0,0
10616_NT_AL_AA.fasta.zip,0.905890554189682,0.604327917098999,False,0,0,0
10618_NT_AL_AA.fasta.zip,4.524411678314209,0.9795786440372467,False,0,0,0
10620_NT_AL_AA.fasta.zip,1.1705729067325592,0.9249228537082672,False,0,0,0
10623_NT_AL_AA.fasta.zip,0.8848549127578735,0.852441668510437,False,0,0,0
10625_NT_AL_AA.fasta.zip,0.31889401376247406,0.7796648740768433,False,0,0,0
10626_NT_AL_AA.fasta.zip,1.051013708114624,0.53643998503685,False,0,0,0
10629_NT_AL_AA.fasta.zip,0.49414996802806854,0.9773567020893097,False,0,0,0
1062_NT_AL_AA.fasta.zip,3.1785623654723167,0.49059636518359184,True,0,0,0
10631_NT_AL_AA.fasta.zip,1.257342129945755,0.6054998189210892,True,0,0,0
10634_NT_AL_AA.fasta.zip,1.2920310497283936,0.9129645228385925,False,0,0,0
10636_NT_AL_AA.fasta.zip,0.6870993077754974,0.9539428949356079,False,0,0,0
1063_NT_AL_AA.fasta.zip,2.4892423659563065,0.5262128334492445,True,0,0,0
10640_NT_AL_AA.fasta.zip,0.3693917989730835,0.9679979383945465,False,0,0,0
10642_NT_AL_AA.fasta.zip,0.19939835369586945,0.9715470969676971,False,0,0,0
10643_NT_AL_AA.fasta.zip,0.6572490632534027,0.8979392647743225,False,0,0,0
10644_NT_AL_AA.fasta.zip,0.8337254226207733,0.9674613177776337,False,0,0,0
10645_NT_AL_AA.fasta.zip,0.4042373150587082,0.98143070936203,False,0,0,0
10655_NT_AL_AA.fasta.zip,1.0151561498641968,0.9559438824653625,False,0,0,0
10658_NT_AL_AA.fasta.zip,0.11560198664665222,0.9731228649616241,False,0,0,0
10664_NT_AL_AA.fasta.zip,0.12217789888381958,0.9718164801597595,False,0,0,0
10665_NT_AL_AA.fasta.zip,4.815067291259766,0.9597105383872986,False,0,0,0
10675_NT_AL_AA.fasta.zip,1.4352163672447205,0.9747492969036102,False,0,0,0
10677_NT_AL_AA.fasta.zip,0.7059389650821686,0.38702718913555145,False,0,0,0
10683_NT_AL_AA.fasta.zip,1.8526917695999146,0.9326383769512177,False,0,0,0
10691_NT_AL_AA.fasta.zip,0.7691760659217834,0.9475485980510712,False,0,0,0
10693_NT_AL_AA.fasta.zip,0.7554982900619507,0.32463496923446655,False,0,0,0
10694_NT_AL_AA.fasta.zip,0.34235498309135437,0.8374614715576172,False,0,0,0
10699_NT_AL_AA.fasta.zip,0.6717071731885275,0.5810542205969492,False,0,0,0
10712_NT_AL_AA.fasta.zip,1.0426862239837646,0.9704887568950653,False,0,0,0
10713_NT_AL_AA.fasta.zip,0.16674910485744476,0.9734318554401398,False,0,0,0
10716_NT_AL_AA.fasta.zip,0.1350506953895092,0.9758013486862183,False,0,0,0
10717_NT_AL_AA.fasta.zip,1.0969745814800262,0.7156015485525131,True,0,0,0
10718_NT_AL_AA.fasta.zip,1.4248878955841064,0.9616501033306122,True,0,0,0
10721_NT_AL_AA.fasta.zip,2.053335646788279,0.8892663915952047,True,0,0,0
10723_NT_AL_AA.fasta.zip,0.3658408423264821,0.6744876503944397,False,0,0,0
10724_NT_AL_AA.fasta.zip,0.21053820848464966,0.9704231023788452,False,0,0,0
10725_NT_AL_AA.fasta.zip,1.5619412884116173,0.6710335314273834,True,0,0,0
10730_NT_AL_AA.fasta.zip,0.1859411671757698,0.962029904127121,False,0,0,0
10733_NT_AL_AA.fasta.zip,0.8834789991378784,0.9568681716918945,False,0,0,0
10734_NT_AL_AA.fasta.zip,1.0289539694786072,0.7449418505032858,True,0,0,0
10735_NT_AL_AA.fasta.zip,0.14180749654769897,0.9722612500190735,False,0,0,0
10742_NT_AL_AA.fasta.zip,1.0303281247615814,0.9515744149684906,False,0,0,0
10743_NT_AL_AA.fasta.zip,1.4687883496284484,0.8576835632324219,True,0,0,0
10745_NT_AL_AA.fasta.zip,0.6549206972122192,0.9640722572803497,False,0,0,0
10746_NT_AL_AA.fasta.zip,0.46249820291996,0.9680241346359253,False,0,0,0
10747_NT_AL_AA.fasta.zip,0.8541236817836761,0.13140252232551575,False,0,0,0
10749_NT_AL_AA.fasta.zip,0.29860350986321765,0.9785667260487875,False,0,0,0
10752_NT_AL_AA.fasta.zip,1.174217661221822,0.24087527891000113,True,0,0,0
10753_NT_AL_AA.fasta.zip,0.7200838625431061,0.5062990784645081,False,0,0,0
10758_NT_AL_AA.fasta.zip,1.1056993901729584,0.9773838818073273,False,0,0,0
10762_NT_AL_AA.fasta.zip,0.9371347427368164,0.9180014729499817,False,0,0,0
10763_NT_AL_AA.fasta.zip,4.248309459005084,0.5938416336263929,True,0,0,0
10765_NT_AL_AA.fasta.zip,0.7171592824161053,0.7879849821329117,True,0,0,0
10767_NT_AL_AA.fasta.zip,0.6783488988876343,0.9779011905193329,False,0,0,0
10768_NT_AL_AA.fasta.zip,0.0517365001142025,0.9693077504634857,False,0,0,0
10769_NT_AL_AA.fasta.zip,0.24242323637008667,0.9707767963409424,False,0,0,0
10771_NT_AL_AA.fasta.zip,0.14184542000293732,0.9571751952171326,False,0,0,0
10777_NT_AL_AA.fasta.zip,1.4252004623413086,0.8915001451969147,True,0,0,0
10782_NT_AL_AA.fasta.zip,1.4904776215553284,0.8274770081043243,True,0,0,0
10786_NT_AL_AA.fasta.zip,1.4714552164077759,0.22536605596542358,False,0,0,0
10787_NT_AL_AA.fasta.zip,0.04850237692395846,0.9686547716458639,False,0,0,0
10788_NT_AL_AA.fasta.zip,0.6041567847132683,0.5510058924555779,True,0,0,0
107983988_NT_AL_AA.fasta.zip,4.492780566215515,0.7390993982553482,True,0,0,0
10801_NT_AL_AA.fasta.zip,0.5202496349811554,0.9511397480964661,False,0,0,0
10802_NT_AL_AA.fasta.zip,1.233393092950185,0.8234508832295736,True,0,0,0
10806_NT_AL_AA.fasta.zip,1.794999897480011,0.6305680274963379,False,0,0,0
10808_NT_AL_AA.fasta.zip,0.47444474697113037,0.685869500041008,True,0,0,0
1080_NT_AL_AA.fasta.zip,1.0694538354873657,0.8842240571975708,False,0,0,0
10810_NT_AL_AA.fasta.zip,0.3853963017463684,0.9547638595104218,False,0,0,0
10813_NT_AL_AA.fasta.zip,1.344398558139801,0.8615852296352386,True,0,0,0
